#q2lo q2hi ylo yhi qTlo qThi PDF0  uncertainty
10 60 -5 -4 0 0.5 -477859.1187239508 17.56081832584459
10 60 -5 -4 0.5 1 97160.1802517013 4.428787818003912
10 60 -5 -4 1 1.5 95065.58438651876 3.433167780953227
10 60 -5 -4 1.5 2 74328.86710053797 2.554608155696769
10 60 -5 -4 2 2.5 58410.41805699018 1.956041766577982
10 60 -5 -4 2.5 3 46889.02919043427 1.52574041527987
10 60 -5 -4 3 3.5 38404.86305822952 1.202806486144254
10 60 -5 -4 3.5 4 31991.04319031371 0.9528457270316721
10 60 -5 -4 4 4.5 27020.1631581763 0.7585028917455929
10 60 -5 -4 4.5 5 23082.93669112092 0.6038090162728622
10 60 -5 -4 5 5.5 19906.10042828091 0.4829727236974577
10 60 -5 -4 5.5 6 17302.09156740356 0.6144610493684013
10 60 -5 -4 6 6.5 15138.90639829653 0.3180659671634203
10 60 -5 -4 6.5 7 13321.33605763681 0.2603788743690529
10 60 -5 -4 7 7.5 11779.27924907009 0.2152302435861202
10 60 -5 -4 7.5 8 10460.03211727389 0.1793096281071485
10 60 -5 -4 8 8.5 9323.266474712751 0.1501963110131328
10 60 -5 -4 8.5 9 8337.616366624388 0.1268743311393337
10 60 -5 -4 9 9.5 7478.327203140213 0.1072399661225063
10 60 -5 -4 9.5 10 6725.601936963353 0.09094466596343409
10 60 -5 -4 10 10.5 6063.419594768491 0.07844259194826009
10 60 -5 -4 10.5 11 5478.676844626684 0.06767051125552825
10 60 -5 -4 11 11.5 4960.553659531398 0.2178990965903722
10 60 -5 -4 11.5 12 4500.039767305382 0.1595975628733868
10 60 -5 -4 12 12.5 4089.574245045407 0.1134076452267436
10 60 -5 -4 12.5 13 3722.770663187419 0.07707419601274523
10 60 -5 -4 13 13.5 3394.200423217599 0.04852813351863006
10 60 -5 -4 13.5 14 3099.224938614977 0.03041025267020814
10 60 -5 -4 14 14.5 2833.86200184054 0.02696819900347691
10 60 -5 -4 14.5 15 2594.675937803634 0.02346053506926182
10 60 -5 -4 15 16 4562.013571254296 0.1490569805018822
10 60 -5 -4 16 17 3852.003150831077 0.0325731480684226
10 60 -5 -4 17 18 3266.610366278911 0.02651012474871095
10 60 -5 -4 18 19 2781.234787894055 0.02137885860474853
10 60 -5 -4 19 20 2376.709135120589 0.01799299699769108
10 60 -5 -4 20 21 2037.964789041513 0.01506939008345398
10 60 -5 -4 21 22 1753.059217358315 0.01362392718351657
10 60 -5 -4 22 23 1512.460355101555 0.01476783185216846
10 60 -5 -4 23 24 1308.506062575514 0.01515364621491244
10 60 -5 -4 24 25 1135.00202551488 0.01422981601604079
10 60 -5 -4 25 26 986.9119163404715 0.01328805847538206
10 60 -5 -4 26 27 860.1204256114985 0.01252086216493353
10 60 -5 -4 27 28 751.2472096578695 0.01223267856846633
10 60 -5 -4 28 29 657.5007908996412 0.01221011478844503
10 60 -5 -4 29 30 576.5689867693086 0.01156190550443625
10 60 -5 -4 30 31 506.5291514835861 0.01103301780119637
10 60 -5 -4 31 32 445.7746753928608 0.01043360125595427
10 60 -5 -4 32 33 392.958087258293 0.009524661649152222
10 60 -5 -4 33 34 346.9458547837785 0.008818155601829858
10 60 -5 -4 34 35 306.7815616158644 0.008299429213650455
10 60 -5 -4 35 36 271.6556605896836 0.007654025074543824
10 60 -5 -4 36 37 240.8807771550718 0.006720516647732211
10 60 -5 -4 37 38 213.8716514780994 0.006097427449532233
10 60 -5 -4 38 39 190.1289395365605 0.005661146236008108
10 60 -5 -4 39 40 169.2247699967122 0.005250104396424149
10 60 -5 -4 40 42 285.3072735557399 0.008147165251898514
10 60 -5 -4 42 44 227.5005313541272 0.005655245793207087
10 60 -5 -4 44 46 182.133355043165 0.003823263847067437
10 60 -5 -4 46 48 146.3542005488767 0.001772542136166066
10 60 -5 -4 48 50 118.0086551707464 0.0006918993224900305
10 60 -5 -4 50 52 95.4573457391038 0.001464456958302662
10 60 -5 -4 52 54 77.44641095803352 0.003014305510021131
10 60 -5 -4 54 56 63.00838910813351 0.0003692639608559034
10 60 -5 -4 56 58 51.39502495257213 0.0003006984305002902
10 60 -5 -4 58 60 42.02371953195632 0.0002461932109696363
10 60 -5 -4 60 65 74.92048095204532 0.0004408456851194842
10 60 -5 -4 65 70 46.09467528836169 0.0002723687575993949
10 60 -5 -4 70 80 46.6174872838657 0.0009623926455262222
10 60 -5 -4 80 90 18.51782813633393 0.0004517339923673092
10 60 -5 -4 90 100 7.479314895469278 0.0002157130835529486
10 60 -4 -3.5 0 0.5 -321741.4025227326 5.694560722680762
10 60 -4 -3.5 0.5 1 39218.72405736888 0.08243897675129119
